Date,Action,Stocks Count,Stock Price,Predicted Price,Percent Change,Money Left
2022-12-29,Buy,30500,32.75,34.84,6.38,1125.0
2023-01-10,Hold,30500,33.25,34.24,3.76,1125.0
2023-01-19,Hold,30500,33.25,34.61,3.31,1125.0
2023-01-30,Hold,30500,33.25,34.21,2.89,1125.0
2023-02-08,Hold,30500,32.75,33.86,4.18,1125.0
2023-02-17,Hold,30500,32.5,34.27,4.64,1125.0
2023-02-28,Hold,30500,32.25,33.35,4.22,1125.0
2023-03-10,Buy,30500,30.75,33.89,9.32,1125.0
2023-03-21,Buy,30500,30.0,33.07,10.23,1125.0
2023-03-30,Hold,30500,31.5,32.98,3.87,1125.0
2023-04-11,Hold,30500,31.25,32.5,3.17,1125.0
2023-04-24,Buy,30500,30.5,32.67,6.24,1125.0
2023-05-08,Buy,30500,30.75,32.63,6.98,1125.0
2023-05-17,Hold,30500,32.25,32.08,-0.53,1125.0
2023-05-26,Hold,30500,31.25,32.11,2.75,1125.0
2023-06-07,Hold,30500,30.5,32.02,4.13,1125.0
2023-06-16,Hold,30500,31.5,32.3,3.36,1125.0
2023-06-27,Hold,30500,31.75,31.86,0.35,1125.0
2023-07-06,Hold,30500,33.75,32.68,-3.88,1125.0
2023-07-17,Hold,30500,35.0,33.55,-4.14,1125.0
2023-07-26,Hold,30500,34.75,33.88,-3.2,1125.0
2023-08-08,Hold,30500,34.75,34.34,-1.18,1125.0
2023-08-18,Hold,30500,36.0,35.3,-1.94,1125.0
2023-08-29,Hold,30500,35.75,35.21,-1.51,1125.0
2023-09-07,Hold,30500,35.25,34.59,-1.87,1125.0
2023-09-18,Hold,30500,35.0,34.27,-2.09,1125.0
2023-09-27,Hold,30500,33.75,33.69,-0.18,1125.0
2023-10-06,Hold,30500,32.0,32.16,0.5,1125.0
2023-10-18,Hold,30500,33.0,33.21,0.64,1125.0
2023-10-30,Hold,30500,33.25,33.24,-0.78,1125.0
2023-11-08,Hold,30500,33.25,33.65,1.2,1125.0
2023-11-17,Hold,30500,34.25,33.86,-1.86,1125.0
2023-11-28,Hold,30500,35.0,34.16,-1.7,1125.0
2023-12-08,Hold,30500,35.5,34.78,-2.03,1125.0
2023-12-20,Hold,30500,35.5,35.21,-1.51,1125.0
SUMMARY,Final Result,30500,N/A,N/A,N/A,1091500.0 (+91500.0)
